Meter #,Service Delivery Point,Meter Type,Meter Size,Longitude,Latitude
3000006841,2031569,Water Residential Outside,0.75,30.21956118,-97.32325774
3000006838,2031574,Water Residential Outside,0.75,30.21855079,-97.32315913
3000006769,2031584,Water Residential Outside,0.75,30.2171307,-97.32205404
3000025598,2036261,Water Commercial Inside,0.75,30.20370298,-97.35692982
3000015506,2036319,Water Residential Inside,0.75,30.18407412,-97.35015667
3000015476,2036326,Water Residential Inside,0.75,30.18454101,-97.34874263
3000015468,2036329,Water Residential Inside,0.75,30.18499928,-97.34875926
3000015475,2036330,Water Residential Inside,0.75,30.18544137,-97.34886146
3000020346,2040027,Water Residential Outside,0.75,30.27187996,-97.32673583
3000020353,2040029,Water Residential Outside,0.75,30.27181419,-97.32610605
3000018359,2044674,Water Residential Inside,0.75,30.32663785,-97.36642887
3000020236,2170074,Water Residential Outside,0.75,30.15842742,-97.40513802
3000021173,2170150,Water Residential Inside,0.75,30.22365748,-97.41415106
3000005708,2154585,Water Residential Inside,0.75,30.29883245,-97.4290817
3000024395,2156981,Water Commercial Outside,0.75,30.16317182,-97.42587336
3000017738,2170227,Water Residential Outside,0.75,30.164855,-97.40051564
3000005570,2174652,Water Residential Inside,0.75,30.29894998,-97.42740623
3000017030,2178698,Water Residential Inside,4,30.23176717,-97.40187621
3000017642,2178858,Water Residential Inside,0.75,30.17991307,-97.41953987
3000019097,2174698,Water Residential Inside,0.75,30.30190876,-97.42657444
3000021596,2174848,Water Residential Outside,0.75,30.16368184,-97.34187442
3000021422,2179355,Water Residential Outside,0.75,30.16247094,-97.34792272
3000021421,2140347,Water Residential Inside,0.75,30.23846323,-97.36729155
3000017454,2179459,Water Commercial Outside,1,30.15715829,-97.39417027
3000022874,2178805,Water Residential Inside,0.75,30.17978152,-97.42153617
3000022415,2178885,Water Residential Inside,0.75,30.18304141,-97.42229249
3000022400,2178865,Water Residential Inside,0.75,30.18082205,-97.42132228
3000022322,2172605,Water Residential Inside,0.75,30.32806332,-97.34221426
3000022286,2162010,Water Residential Outside,0.75,30.200521,-97.3237295
3000024797,2179640,Water Residential Inside,0.75,30.15801983,-97.46730841
3000023845,2154097,Water Commercial Outside,1,30.16479461,-97.40868501
3000025648,2180346,Water Residential Inside,0.75,30.29615079,-97.39644581
3000025827,2181763,Water Residential Inside,0.75,30.21333734,-97.44631639
3000025747,2179708,Water Residential Inside,0.75,30.15687683,-97.47239914
3000025727,2180795,Water Residential Inside,0.75,30.14901842,-97.46909082
3000014719,2033014,Water Residential Inside,0.75,30.20545057,-97.37472427
3000025686,2180545,Water Residential Inside,0.75,30.14966215,-97.4691027
3000025691,2181771,Water Residential Inside,0.75,30.2134653,-97.44596329
3000012728,2034058,Water Residential Inside,0.75,30.2014192,-97.35122612
3000015775,2034065,Water Residential Inside,0.75,30.20258158,-97.35140436
3000015842,2099946,Water Residential Inside,0.75,30.1900154,-97.37011964
3000023231,2105708,Water Residential Inside,0.75,30.21360475,-97.38332728
3000025078,2137424,Water Residential Inside,0.75,30.20850453,-97.37197335
3000024052,2107729,Water Residential Inside,0.75,30.23977765,-97.4316959
3000018496,2107756,Water Residential Inside,0.75,30.2397302,-97.43360901
3000018804,2052652,Water Residential Outside,0.75,30.26604867,-97.32566045
3000018863,2052940,Water Residential Inside,0.75,30.32363594,-97.36253847
3000019565,2057357,Water Residential Inside,0.75,30.24283619,-97.36232225
3000019624,2057362,Water Residential Inside,0.75,30.24339202,-97.36038175
3000019582,2057370,Water Residential Inside,0.75,30.23818396,-97.36967404
3000019960,2068952,Water Residential Inside,0.75,30.32048307,-97.36217723
3000027204,2069016,Water Residential Outside,0.75,30.16351578,-97.36773121
3000019745,2071503,Water Residential Outside,0.75,30.23247072,-97.33115405
3000015188,2071515,Water Residential Outside,0.75,30.23243893,-97.33032917
3000015799,2071521,Water Residential Outside,0.75,30.23288102,-97.33021747
3000019844,2071527,Water Residential Outside,0.75,30.23295219,-97.33036006
3000021442,2078478,Water Residential Outside,0.75,30.24610007,-97.32287698
3000018357,2079092,Water Residential Outside,0.75,30.25476239,-97.32714697
3000025739,2080560,Water Residential Inside,0.75,30.24726193,-97.36352473
3000025782,2080571,Water Residential Inside,0.75,30.24805339,-97.36413075
3000025744,2080576,Water Residential Inside,0.75,30.24808034,-97.36524773
3000025785,2080578,Water Residential Inside,0.75,30.24803506,-97.3661627
3000023803,2080579,Irrigation Commercial Inside,1,30.24811916,-97.36631123
3000025748,2080584,Water Residential Inside,0.75,30.24772236,-97.36701825
3000008324,2087384,Water Commercial Inside,1.5,30.25114479,-97.37443307
3000015984,2087391,Water Commercial Inside,1,30.25166452,-97.37651254
3000006692,2087399,Water Residential Inside,0.75,30.2548713,-97.37742751
3000025554,2087400,Water Residential Inside,0.75,30.25435373,-97.37796224
3000005199,2087406,Water Residential Inside,0.75,30.25265437,-97.37672643
3000023009,2087954,Water Residential Inside,0.75,30.26199005,-97.37593029
3000020525,2087956,Water Residential Inside,0.75,30.26287423,-97.37579364
3000020523,2087957,Water Residential Inside,0.75,30.26293246,-97.37623924
3000020463,2087959,Water Residential Inside,0.75,30.26304679,-97.37669153
3000023035,2087967,Water Residential Inside,0.75,30.26297559,-97.37608477
3000020521,2087968,Water Residential Inside,0.75,30.26298715,-97.37611132
3000024903,2087974,Water Residential Inside,0.75,30.26271142,-97.37373199
3000022970,2087976,Water Residential Inside,0.75,30.26390614,-97.3732448
3000028539,2027927,Water Residential Inside,0.75,0,0
3000027751,2027944,Water Residential Inside,0.75,0,0
3000027749,2027946,Water Residential Inside,0.75,0,0
3000008043,2118894,Irrigation Commercial Inside,1,30.26466093,-97.41346186
3000017128,2119165,Water Residential Inside,1.5,30.30160264,-97.41922825
3000023423,2121146,Water Residential Inside,0.75,30.22201851,-97.40692042
3000026239,2121153,Water Residential Inside,0.75,30.22163033,-97.41046148
3000022854,2122744,Water Residential Inside,0.75,30.24588175,-97.37016717
3000022855,2122745,Water Residential Inside,0.75,30.24588175,-97.37016717
3000024441,2123145,Water Residential Inside,0.75,30.21467872,-97.41234731
3000024444,2123146,Water Residential Inside,0.75,30.21467871,-97.41235083
3000024107,2123163,Water Residential Inside,0.75,30.21532028,-97.41380646
3000024028,2123166,Water Residential Inside,0.75,30.21533861,-97.41300913
3000023978,2123168,Water Residential Inside,0.75,30.21530519,-97.41251006
3000015511,2130842,Water Residential Inside,0.75,30.1789782,-97.35391161
3000021563,2132152,Water Residential Outside,0.75,30.1611328,-97.32464447
3000018723,2138962,Water Residential Outside,0.75,30.23820014,-97.33425759
3000014470,2144271,Water Residential Inside,0.75,30.17854366,-97.36003715
3000022253,2154094,Water Residential Outside,0.75,30.16093871,-97.37559758
3000014092,2154403,Water Residential Inside,0.75,30.29629444,-97.42689791
3000021794,2001718,Water Residential Outside,0.75,30.18702211,-97.42631302
3000026220,2001836,Water Residential Outside,0.75,30.18281146,-97.4305908
3000024743,2001842,Water Residential Outside,0.75,30.18194345,-97.42887375
3000021654,2002000,Water Commercial Outside,0.75,30.18283626,-97.4410476
3000021519,2010435,Water Commercial Outside,0.75,30.15891156,-97.39763408
3000020101,2010488,Water Commercial Outside,1.5,30.14366911,-97.40096124
3000021697,2014671,Water Residential Inside,0.75,30.22228808,-97.38980931
3000018673,2014675,Water Residential Inside,0.75,30.22242394,-97.3905698
3000021528,2014682,Water Residential Inside,0.75,30.22229886,-97.39180561
3000021619,2018868,Water Residential Inside,0.75,30.2165549,-97.39845993
3000021273,2018869,Water Residential Inside,0.75,30.21642228,-97.3985134
3000021651,2018872,Water Residential Inside,0.75,30.21630346,-97.39851291
3000023145,2021306,Water Residential Inside,0.75,30.17292694,-97.35408985
3000026038,2023941,Water Residential Outside,0.75,30.15129896,-97.30064732
3000026109,2023944,Water Residential Outside,0.75,30.15148874,-97.30086715
3000006775,2031600,Water Residential Outside,0.75,30.21784594,-97.32304016
3000006872,2031662,Water Residential Outside,0.75,30.21726441,-97.3204974
3000015474,2036331,Water Residential Inside,0.75,30.18540686,-97.34877828
3000015583,2036335,Water Residential Inside,0.75,30.18645063,-97.34883769
3000015422,2036349,Water Residential Inside,0.75,30.18487851,-97.34975266
3000015408,2036356,Water Residential Inside,0.75,30.18645133,-97.34944882
3000020453,2040051,Water Residential Outside,0.75,30.27195005,-97.3270329
3000020394,2040059,Water Residential Outside,0.75,30.27317389,-97.32725867
3000020360,2040064,Water Residential Outside,0.75,30.27314046,-97.32577808
3000020396,2040077,Water Residential Outside,0.75,30.27325368,-97.32702102
3000004698,2045712,Water Residential Outside,0.75,30.15998229,-97.32236893
3000020487,2045729,Water Residential Outside,0.75,30.22112462,-97.43422692
3000012579,2130534,Water Residential Outside,0.75,30.15689304,-97.31755524
3000005705,2158753,Water Residential Inside,0.75,30.30282637,-97.42725176
3000024988,2155895,Water Residential Inside,0.75,30.31856051,-97.33831554
3000005578,2158743,Water Residential Inside,0.75,30.30070756,-97.42853509
3000005627,2158750,Water Residential Inside,0.75,30.30241662,-97.42757735
3000006550,2034259,Water Residential Outside,0.75,30.21293083,-97.32066376
3000014432,2030817,Water Residential Outside,0.75,30.21629504,-97.30439632
3000014256,2031132,Water Residential Outside,0.75,30.22394969,-97.31171607
3000025849,2030963,Water Residential Outside,0.75,30.21856804,-97.30563212
3000019837,2031224,Water Residential Outside,0.75,30.21984903,-97.31371237
3000014496,2176018,Water Residential Inside,0.75,30.24584293,-97.37132455
3000014902,2176002,Water Residential Inside,0.75,30.21100288,-97.44921102
3000015229,2175999,Water Residential Inside,0.75,30.21127461,-97.44883078
3000021802,2175440,Water Residential Inside,0.75,30.20643964,-97.45214606
3000021643,2177217,Water Residential Inside,0.75,30.29301625,-97.42287298
3000022587,2172569,Water Residential Inside,0.75,30.3289378,-97.34095469
3000022222,2178334,Water Residential Inside,0.75,30.21248011,-97.4462047
3000020196,2179448,Water Commercial Outside,1.5,30.16851142,-97.3916749
3000024391,2177259,Water Residential Inside,0.75,30.29247496,-97.42354435
3000025527,2181071,Water Residential Inside,0.75,30.21370395,-97.44711967
3000023861,2041713,Irrigation Commercial Inside,1,30.22780236,-97.37039294
3000026187,2039575,Water Residential Outside,0.75,30.26775234,-97.31259539
3000026013,2179618,Water Residential Inside,0.75,30.15706233,-97.46942353
3000015706,2143467,Water Residential Inside,0.75,30.18960781,-97.35899742
9208110414,2147713,Water Residential Inside,0.75,30.18877107,-97.36152844
3000012181,2106244,Water Residential Outside,0.75,30.15524544,-97.31702052
3000019949,2106481,Water Residential Outside,0.75,30.15119437,-97.33531516
3000018609,2053506,Water Residential Outside,0.75,30.171298,-97.42497597
3000018293,2053644,Water Residential Outside,0.75,30.15499959,-97.34225466
3000022541,2053686,Water Residential Outside,0.75,30.22000645,-97.43753031
3000019796,2053694,Irrigation Commercial Inside,0.75,30.24991556,-97.39960067
3000025601,2053753,Water Residential Inside,0.75,30.20179228,-97.41770518
3000019595,2057495,Water Commercial Inside,0.75,30.24230404,-97.36247905
3000015979,2057505,Water Residential Inside,1,30.24117401,-97.3540542
3000018957,2057562,Water Residential Inside,0.75,30.24086778,-97.35120235
3000021207,2155408,Water Residential Inside,0.75,30.28413991,-97.41668802
3000018095,2060429,Water Commercial Outside,0.75,30.24298227,-97.33619448
3000026304,2069083,Water Residential Inside,0.75,30.22249187,-97.40777598
3000019841,2071534,Water Residential Outside,0.75,30.23343117,-97.33041066
3000019874,2071536,Water Residential Outside,0.75,30.24550112,-97.37104649
3000018661,2071592,Water Residential Outside,0.75,30.24537172,-97.37093955
3000015345,2071598,Water Residential Outside,0.75,30.23686739,-97.33204741
3000004658,2052657,Water Residential Outside,0.75,30.16107673,-97.32252935
3000027187,2053240,Water Residential Inside,0.75,30.20235514,-97.45325115
3000021397,2079363,Water Residential Outside,0.75,30.25601535,-97.32726461
3000025792,2080599,Water Residential Inside,0.75,30.24814073,-97.36429711
3000025767,2080614,Water Residential Inside,0.75,30.24863781,-97.36615675
3000026453,2080620,Water Commercial Inside,1.5,30.25000614,-97.36516455
3000023655,2087459,Water Residential Inside,2,30.25236,-97.37964958
3000004801,2087464,Water Residential Inside,0.75,30.25303392,-97.37827119
3000006735,2087467,Water Residential Inside,0.75,30.25389654,-97.37802165
3000006434,2087471,Water Residential Inside,0.75,30.25438608,-97.37800977
3000023493,2087992,Water Residential Inside,0.75,30.26393741,-97.37772458
3000022350,2088000,Water Residential Inside,0.75,30.26397623,-97.37543122
3000022457,2088001,Water Residential Inside,0.75,30.26397022,-97.37490557
3000027619,2029639,Water Residential Inside,0.75,0,0
3000027691,2068380,Water Residential Inside,0.75,0,0
3000017129,2119422,Water Residential Inside,1.5,30.30521582,-97.41994389
3000017388,2121159,Irrigation Commercial Inside,1,30.2455119,-97.37082072
3000024660,2121176,Water Commercial Inside,0.75,30.22096587,-97.40874819
3000024652,2121178,Water Commercial Inside,0.75,30.22095965,-97.40875036
3000024608,2121190,Water Commercial Inside,0.75,30.22089603,-97.41055654
3000024350,2122757,Water Residential Inside,0.75,30.21930822,-97.41542969
3000024313,2122760,Water Residential Inside,0.75,30.21933792,-97.41460854
3000024356,2122761,Water Residential Inside,0.75,30.21933701,-97.41460469
3000024413,2122764,Water Residential Inside,0.75,30.21938106,-97.41401441
3000026063,2122766,Water Residential Inside,0.75,30.21932283,-97.41351533
3000014263,2123209,Water Residential Inside,0.75,30.21590686,-97.4100337
3000014264,2123232,Water Residential Inside,0.75,30.21420966,-97.41053277
3000015687,2123339,Water Residential Inside,0.75,30.24547524,-97.3709039
3000012791,2131794,Water Residential Outside,0.75,30.22005478,-97.46388636
3000017612,2132309,Water Commercial Inside,0.75,30.30508864,-97.33105432
3000019261,2140021,Water Commercial Inside,0.75,30.20121649,-97.49362269
3000025695,2140134,Water Commercial Inside,0.75,30.1901739,-97.47272693
3000014937,2144295,Water Residential Inside,0.75,30.17998962,-97.36032828
3000015041,2144301,Water Residential Inside,0.75,30.17963164,-97.3610056
3000005620,2154599,Water Residential Inside,0.75,30.2988896,-97.4303888
3000017838,2002160,Water Commercial Inside,0.75,30.17502095,-97.46751041
3000023828,2002198,Water Commercial Inside,1,30.19008333,-97.47360625
3000018605,2002594,Water Residential Outside,0.75,30.16137218,-97.44136843
3000021494,2010533,Water Commercial Outside,0.75,30.15259491,-97.39725276
3000015815,2010600,Water Residential Outside,0.75,30.15578889,-97.38418878
3000027221,2010667,Water Residential Outside,0.75,30.1577287,-97.389334
3000025643,2010871,Water Residential Inside,0.75,30.16459945,-97.38375387
3000021719,2014687,Water Residential Inside,0.75,30.24546014,-97.36752921
3000021748,2014693,Water Residential Inside,0.75,30.2214729,-97.39063516
3000021648,2014701,Water Residential Inside,0.75,30.22142869,-97.38997567
3000017359,2014714,Water Residential Inside,1,30.22265685,-97.39231656
3000021190,2018922,Water Residential Inside,0.75,30.21834376,-97.39855499
3000021262,2018933,Water Residential Inside,0.75,30.21840738,-97.39724789
3000021741,2018936,Water Residential Inside,0.75,30.24574481,-97.37099896
3000015067,2021561,Water Residential Inside,0.75,30.17327415,-97.35231339
3000015078,2021567,Water Residential Inside,0.75,30.17417342,-97.35184402
3000025619,2023960,Water Residential Outside,0.75,30.14992956,-97.29762317
3000015686,2022686,Water Residential Inside,0.75,30.24547847,-97.37096331
3000015782,2031776,Water Residential Inside,0.75,30.24553239,-97.37058307
3000016049,2031779,Water Residential Inside,2,30.17980847,-97.38043384
3000015046,2036371,Water Residential Inside,0.75,30.18503054,-97.35067951
3000020264,2040263,Water Residential Outside,0.75,30.25865388,-97.30596484
3000020267,2040276,Water Commercial Outside,0.75,30.25865819,-97.30596484
3000014274,2164392,Water Commercial Inside,0.75,30.24358826,-97.38076656
3000017660,2150357,Water Residential Inside,0.75,30.16785691,-97.4759115
3000020407,2170340,Water Residential Outside,0.75,30.16489362,-97.40054365
3000005617,2158688,Water Residential Inside,0.75,30.29823401,-97.43167213
3000004644,2154497,Water Residential Inside,0.75,30.29504771,-97.42914586
3000015728,2030696,Water Residential Outside,0.75,30.21706277,-97.30661245
3000017703,2030956,Water Residential Outside,0.75,30.21918697,-97.30561549
3000006510,2034266,Water Residential Outside,0.75,30.21445874,-97.32065188
3000015603,2176017,Water Residential Inside,0.75,30.24584293,-97.37132455
3000015546,2176016,Water Residential Inside,0.75,30.24584293,-97.37132455
3000023633,2179610,Water Residential Inside,0.75,30.15929543,-97.46639344
3000023491,2172574,Water Residential Inside,0.75,30.3289251,-97.34196047
3000023541,2172595,Water Residential Inside,0.75,30.32819705,-97.34028331
3000024268,2179657,Water Residential Inside,0.75,30.15941296,-97.47182384
3000021328,2179807,Water Commercial Outside,1,30.29439644,-97.32633182
3000020632,2150858,Water Residential Inside,0.75,30.29133794,-97.41872057
3000023237,2179678,Water Residential Inside,0.75,30.15936336,-97.471402
3000023262,2181067,Water Residential Inside,0.75,30.21289201,-97.44566997
3000025533,2181103,Water Residential Inside,0.75,30.21296534,-97.44650771
3000023312,2181101,Water Residential Inside,0.75,30.21266558,-97.44619281
3000026346,2179629,Water Residential Inside,0.75,30.15692619,-97.47158323
3000026285,2150809,Water Residential Inside,0.75,30.28999709,-97.4177337
3000014829,2106528,Water Residential Inside,0.75,30.18034545,-97.34995467
3000023399,2045990,Water Residential Inside,0.75,30.28174399,-97.43151765
3000007165,2106599,Water Residential Inside,0.75,30.26095491,-97.41252907
3000019914,2106994,Water Residential Outside,0.75,30.25260477,-97.46300686
3000021203,2046392,Water Residential Inside,0.75,30.31984504,-97.370418
3000014385,2046483,Water Residential Inside,0.75,30.18933932,-97.39560332
3000021289,2053980,Water Residential Inside,0.75,30.24565962,-97.3709348
3000018593,2054634,Water Residential Inside,0.75,30.28303361,-97.39209079
3000019293,2054639,Water Residential Inside,0.75,30.28768527,-97.42823802
3000019449,2054655,Water Residential Outside,0.75,30.1620806,-97.42391271
3000023004,2060549,Water Residential Outside,0.75,30.30975103,-97.35899742
3000018973,2060630,Water Residential Inside,0.75,30.3158616,-97.37015529
3000018962,2060665,Water Residential Outside,0.75,30.14823072,-97.3517606
3000019010,2060675,Water Residential Outside,0.75,30.27207729,-97.45616242
3000025079,2060901,Water Residential Outside,0.75,30.14260378,-97.30738363
3000019674,2060930,Water Residential Outside,0.75,30.14753763,-97.38228513
3000014925,2060935,Water Residential Inside,0.75,30.24502034,-97.37011883
3000024202,2060982,Water Commercial Inside,2,30.26919722,-97.37751663
3000024225,2061053,Water Commercial Inside,1.5,30.27005171,-97.37731708
3000014922,2070083,Water Residential Inside,0.75,30.24502021,-97.37011964
3000022772,2070325,Water Residential Outside,0.75,30.31987385,-97.35748118
3000024698,2070421,Water Residential Outside,0.75,30.22037738,-97.4378155
3000018750,2071603,Water Residential Outside,0.75,30.20045091,-97.33336639
3000018745,2071606,Water Residential Outside,0.75,30.20084125,-97.3334258
3000018743,2071608,Water Residential Outside,0.75,30.20075283,-97.3334971
3000015314,2071617,Water Residential Outside,0.75,30.23872957,-97.33227318
3000018670,2071631,Water Residential Outside,0.75,30.2009728,-97.3334258
3000017345,2079476,Water Residential Outside,1,30.26054409,-97.32504849
3000017864,2080638,Water Commercial Inside,0.75,30.24824104,-97.36743536
3000016326,2080650,Water Commercial Inside,2,30.25016572,-97.36785004
3000008247,2080652,Water Commercial Inside,2,30.25074367,-97.36653819
3000007957,2087485,Water Residential Inside,1,30.2536701,-97.37908515
3000006018,2087488,Water Residential Inside,0.75,30.2536788,-97.37910304
3000005149,2087494,Water Residential Inside,0.75,30.25374666,-97.37928122
3000006030,2087506,Water Residential Inside,0.75,30.25387605,-97.38030313
3000013997,2062943,Water Residential Outside,0.75,30.24566933,-97.37065436
3000023504,2088008,Water Residential Inside,0.75,30.26393525,-97.37361316
3000023506,2088028,Water Residential Inside,0.75,30.26476013,-97.37713045
3000025461,2088029,Water Residential Inside,0.75,30.26483453,-97.37728492
3000028572,2046585,Water Residential Outside,0.75,0,0
3000027724,2116233,Water Residential Inside,0.75,0,0
3000023135,2120049,Water Residential Inside,0.75,30.232495,-97.4165989
3000018971,2120057,Water Residential Inside,0.75,30.23310422,-97.41656325
3000024583,2121193,Water Commercial Inside,0.75,30.22087985,-97.41054465
3000024582,2121194,Water Commercial Inside,0.75,30.22091867,-97.41056129
3000023882,2121502,Water Commercial Inside,1,30.22585284,-97.40813246
3000024141,2122793,Water Residential Inside,0.75,30.21808497,-97.41224388
3000024654,2122801,Water Residential Inside,0.75,30.21670263,-97.4121607
3000007073,2124011,Water Commercial Inside,0.75,30.26457898,-97.41385993
3000009200,2132706,Irrigation Commercial Inside,1.5,30.2688263,-97.41889227
3000015021,2132941,Water Residential Inside,0.75,30.17855983,-97.35687041
3000006431,2140453,Water Residential Inside,0.75,30.19517385,-97.48455023
3000006913,2140455,Water Residential Inside,0.75,30.19479969,-97.48433634
3000006967,2140460,Water Residential Inside,0.75,30.19381523,-97.48389668
3000006968,2140461,Water Residential Inside,0.75,30.19381523,-97.48389668
3000012922,2140468,Water Residential Inside,0.75,30.19243504,-97.48405829
3000006955,2140473,Water Residential Inside,0.75,30.19217086,-97.48479977
3000005791,2140474,Water Residential Inside,0.75,30.19216547,-97.48528696
3000014643,2144308,Water Residential Inside,0.75,30.17961331,-97.35934914
3000019267,2145007,Water Commercial Inside,0.75,30.20132,-97.49356922
3000017602,2154841,Water Residential Outside,0.75,30.27331946,-97.32753197
3000027176,2004267,Water Residential Outside,0.75,30.1509208,-97.45310713
3000021472,2011098,Water Commercial Outside,0.75,30.15679491,-97.39888771
9196120334,2012553,Water Residential Outside,0.75,30.13159462,-97.37513415
3000021479,2014727,Water Residential Inside,0.75,30.15294453,-97.39865797
3000021743,2014730,Water Residential Inside,0.75,30.22148369,-97.39369496
3000021260,2018944,Water Residential Inside,0.75,30.21731533,-97.39713491
3000021291,2018945,Water Residential Inside,0.75,30.24563374,-97.37108927
3000022598,2018954,Water Residential Inside,0.75,30.21608909,-97.39699835
3000022674,2018964,Water Residential Inside,0.75,30.21822407,-97.39706965
3000012606,2021576,Water Residential Inside,0.75,30.17479882,-97.34936766
3000012572,2021577,Water Residential Inside,0.75,30.17482514,-97.3485513
3000012668,2021578,Water Residential Inside,0.75,30.17461767,-97.34870698
3000015943,2021599,Water Residential Inside,1,30.17291292,-97.34990238
3000015906,2021600,Water Residential Inside,1,30.17275821,-97.34944882
3000018284,2024009,Water Residential Outside,0.75,30.15382859,-97.29995218
3000017881,2024024,Water Residential Outside,0.75,30.14959853,-97.29418431
3000025897,2024043,Water Residential Outside,0.75,30.14955216,-97.29625071
3000024667,2024046,Water Residential Outside,0.75,30.14980448,-97.29529891
3000015795,2032349,Water Residential Inside,0.75,30.20537862,-97.40096124
3000006622,2034139,Water Residential Outside,0.75,30.21502217,-97.31838034
3000015091,2036385,Water Residential Inside,0.75,30.18489037,-97.35085775
3000014957,2036399,Water Residential Inside,0.75,30.18627487,-97.35222427
3000022824,2040305,Water Residential Outside,0.75,30.30800423,-97.35252133
3000022826,2040309,Water Residential Outside,0.75,30.30802148,-97.35222427
3000021936,2040324,Water Residential Outside,0.75,30.30755136,-97.35363831
3000015824,2155646,Water Residential Inside,0.75,30.28452809,-97.42260562
3000019383,2154990,Water Residential Outside,0.75,30.15058191,-97.31863182
3000004882,2098990,Water Commercial Outside,0.75,30.22984676,-97.47894159
3000021536,2166558,Water Commercial Outside,0.75,30.1450741,-97.39708153
3000026167,2156102,Water Residential Inside,0.75,30.16379074,-97.46437338
3000020235,2170362,Water Residential Outside,0.75,30.15804248,-97.40393786
3000004648,2154496,Water Residential Inside,0.75,30.29524827,-97.42882028
3000005571,2158689,Water Residential Inside,0.75,30.29838604,-97.43086886
3000014037,2169769,Irrigation Commercial Outside,0.75,30.29916779,-97.44490235
3000018468,2024172,Water Residential Outside,0.75,30.15550711,-97.29838119
3000019027,2170543,Water Residential Outside,0.75,30.15667091,-97.4019178
3000022259,2030892,Water Residential Outside,0.75,30.21703042,-97.29977394
3000006659,2034192,Water Residential Outside,0.75,30.21242876,-97.32071931
3000014492,2176019,Water Residential Inside,0.75,30.2104562,-97.44981704
3000005534,2174701,Water Residential Inside,0.75,30.29909123,-97.42555253
3000005538,2174702,Water Residential Inside,0.75,30.29908153,-97.42561194
3000019883,2032690,Water Residential Inside,0.75,30.19555402,-97.37826899
3000020496,2179696,Water Residential Inside,0.75,30.15701704,-97.47163372
3000020528,2179642,Water Residential Inside,0.75,30.15742031,-97.46759359
3000024659,2177634,Water Residential Outside,0.75,30.27109606,-97.4425567
3000024615,2172585,Water Residential Inside,0.75,30.3286747,-97.34155358
3000024658,2094498,Water Residential Inside,0.75,30.28927141,-97.38767042
3000021293,2175949,Irrigation Commercial Inside,1,30.26082552,-97.38838338
3000024516,2150822,Water Residential Inside,0.75,30.29087911,-97.41847637
3000025655,2181057,Water Residential Inside,0.75,30.21400803,-97.44618093
3000023334,2180590,Water Residential Inside,0.75,30.15355255,-97.46857392
3000025203,2180614,Water Residential Inside,0.75,30.15325495,-97.46860956
3000026702,2180631,Water Residential Inside,0.75,30.15533062,-97.46726088
3000028149,2178841,Water Residential Inside,0.75,30.18160919,-97.42057367
3000026632,2178893,Water Residential Inside,0.75,30.18042093,-97.41963494
3000023347,2047004,Water Residential Inside,0.75,30.32215655,-97.36657859
3000019661,2047043,Water Residential Outside,0.75,30.14795632,-97.38275097
3000022769,2047128,Water Residential Outside,0.75,30.21994823,-97.43598556
3000015140,2047135,Water Residential Inside,0.75,30.18144529,-97.35223615
3000015778,2055223,Water Residential Outside,0.75,30.22114727,-97.4369433
3000025006,2055666,Water Residential Inside,0.75,30.32253287,-97.36317419
3000014667,2061056,Water Residential Inside,0.75,30.24502021,-97.37011964
3000022775,2061143,Water Residential Inside,0.75,30.32576768,-97.36893137
3000018820,2061187,Water Residential Inside,0.75,30.21839301,-97.3615426
3000014923,2061445,Water Residential Inside,0.75,30.24502021,-97.37011964
3000019436,2070496,Water Residential Inside,0.75,30.18958948,-97.39660028
3000019287,2079631,Water Residential Outside,0.75,30.26302411,-97.32413352
3000017731,2079633,Water Residential Outside,0.75,30.2662387,-97.32323055
3000024056,2088031,Water Residential Inside,0.75,30.26490031,-97.37773646
3000024050,2088041,Water Residential Inside,0.75,30.26502117,-97.37515036
3000004719,2062994,Water Residential Outside,0.75,30.16104762,-97.31955867
3000024489,2088051,Water Residential Inside,0.75,30.26485502,-97.3722823
3000028655,2014958,Water Residential Outside,0.75,0,0
3000026209,2120372,Water Residential Inside,0.75,30.23184588,-97.40352197
3000020551,2120379,Water Residential Inside,0.75,30.23094444,-97.39968385
3000026547,2120386,Water Residential Inside,0.75,30.23078917,-97.40181086
3000024639,2120393,Water Residential Inside,0.75,30.23086897,-97.40389033
3000026404,2121521,Water Residential Inside,0.75,30.22602537,-97.40895237
3000024642,2122807,Water Residential Inside,0.75,30.21590686,-97.41227953
3000017241,2124116,Water Commercial Inside,4,30.22497729,-97.34105451
3000014655,2124134,Water Residential Inside,0.75,30.24502021,-97.37011964
3000014591,2124192,Water Residential Inside,0.75,30.24502021,-97.37011964
3000022474,2124213,Water Residential Inside,0.75,30.21813781,-97.41173293
3000018084,2128024,Water Residential Inside,0.75,30.20501632,-97.42222537
3000017377,2124516,Water Commercial Outside,1,30.14729103,-97.38908446
3000023071,2124520,Water Residential Outside,0.75,30.31614303,-97.36206316
3000008225,2137417,Water Commercial Inside,2,30.29056053,-97.42563778
3000005883,2133301,Water Residential Inside,0.75,30.20202627,-97.47768202
3000005971,2136801,Water Residential Inside,0.75,30.19805931,-97.4784544
3000006372,2140485,Water Residential Inside,0.75,30.19235417,-97.48535826
3000006403,2140495,Water Residential Inside,0.75,30.19371279,-97.48402739
3000006900,2140502,Water Residential Inside,0.75,30.19510567,-97.48477396
3000026247,2145392,Water Residential Inside,0.75,30.28843791,-97.39300101
